item_id_a,item_id_b,name_a,name_b,brand_a,brand_b,size_a,size_b,pl_a,pl_b,composite,stratum,label,reason,judge,tier,label_sonnet,reason_sonnet
1920957,110407,"Method Pure Peace Volumizing Shampoo - For Thicker, Fuller and Visibly Hydrated Hair - Sulfate Free and Safe for Color-Treated Hair - 14 Fl Oz",Method Pure Peace Volumizing Shampoo,method pure,method,14fl_oz,14fl_oz,False,False,0.8550911647876547,very_high,1,"Same brand class (national), same product type (Method Pure Peace Volumizing Shampoo), same variant (Pure Peace volumizing), and same size (14 fl oz).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7WAcMovA8KsCFhbALj'}"
1949418,99122,"(6 pack) Manwich Original Sloppy Joe Sauce, Canned Sauce, 15 oz",Manwich Original Sloppy Joe Sauce Canned Sauce,manwich original,manwich,15oz,15oz,False,False,0.9594626280231742,very_high,1,"Same brand (national), same product (Manwich Original Sloppy Joe Sauce), and same 15 oz size; multi-pack vs single is OK if per-unit size matches.",gpt-5-nano,auto_accept,1,"Same brand (Manwich), same product type (Original Sloppy Joe Sauce), same size (15oz), both national brand. The 6-pack listing is just a multi-pack of the same 15oz unit."
2063815,108032,"OraCoat XyliMelts Dry Mouth Relief Moisturizing Oral Adhering Discs 40 Count, Mild Mint with Xylitol, for Dry Mouth, Stimulates Saliva, Non-Acidic","OraCoat XyliMelts Stick-On Melts, Dry Mouth, Mild-Mint Flavor",oracoat xylimelts,oracoat,40ct,40ct,False,False,0.8532570165725293,very_high,1,"Same brand (OraCoat), same product type (XyliMelts oral adhering/melts), same variant/flavor (mild mint with xylitol), and same size (40 count); both are national brands.",gpt-5-nano,verify_accept,1,"Same brand (OraCoat), same product (XyliMelts), same flavor (mild mint), same size (40ct), both national brand."
957456,1086282,"Concord Foods Candy Apple Kit, 5 oz Package",Concord Foods Candy Apple Kit,concord foods,concord foods,5oz,5oz,False,False,0.9730770933108772,very_high,1,"Same brand and private-label status (national), same product (Candy Apple Kit) and same size (5 oz).",gpt-5-nano,auto_accept,1,"Same brand, same product type (Candy Apple Kit), same size (5oz), both national brand."
2267308,115122,"(3 pack) Beech-Nut Organics Stage 1 Organic Baby Food, Apple, 4 oz Jar",Beech-Nut Organics Stage 1 (4+ months) Apple,beech nut,beech nut,4oz,4oz,False,False,0.9084751448811604,very_high,0,A is a 3-pack while B is a single jar; sizes match per jar but total quantity differs.,gpt-5-nano,verify_accept,1,"Same brand (Beech-Nut Organics), same product type (Stage 1 baby food), same flavor (Apple), same size (4oz). The 3-pack vs single distinction doesn't affect per-unit identity."
2119352,1089578,"Little Bites Chocolate Chip Muffins, 10 packs, Mini Muffins, 16.5 oz Multipack (Pack of 3)","Entenmann's Little Bites Muffins, Chocolate Chip, Value Pack",entenmann s,entenmann s,16.5oz,16.5oz,False,False,0.9133793755652984,very_high,1,"Same brand (Entenmann's), same product type (Little Bites Chocolate Chip muffins), same flavor, same size 16.5 oz; multipack count differs but per-unit size matches.",gpt-5-nano,verify_accept,1,"Same brand (Entenmann's), same product type (Little Bites Chocolate Chip Muffins), same size (16.5oz); 'Value Pack' and 'Multipack (Pack of 3)' are marketing descriptors that don't change the base product unit."
1944837,955179,"BFree Foods, Gluten Free, Homestyle Sandwich White Sourdough Loaf, 14.1oz, 1 loaf",BFree Gluten Free Homestyle Sandwich White Sourdough Loaf,bfree foods,bfree,14.1oz,14.1oz,False,False,0.9273594016158244,very_high,1,"Same brand (bfree foods/national), same product type (gluten free homestyle sandwich white sourdough loaf), same size (14.1oz), and both are national/ non-private label.",gpt-5-nano,verify_accept,1,"Same brand (BFree Foods/BFree), same product type (Gluten Free Homestyle Sandwich White Sourdough Loaf), same size (14.1oz), both national brand."
2069155,1084614,"Hershey's Kisses Milk Chocolate Christmas Candy, Pack 1.44 oz, 9 Pieces",Hershey's Kisses Milk Chocolate,hershey s,hershey s,1.44oz,1.44oz,False,False,0.9068081976478812,very_high,1,"Same brand (national), same product type (Hershey's Kisses milk chocolate), same variant, and same size (1.44 oz).",gpt-5-nano,verify_accept,-1,"err: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 5 requests per minute (org: 948c0903-3e3b-4a20-9324-e981cdb4c948, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011Cad7Zc2fC5AcBFsy1trYe'}"
2104715,1084694,"Campfire Giant Roaster Marshmallow, 28 Ounce",Campfire Giant Roasters Marshmallows,campfire,campfire,28oz,28oz,False,False,0.9367381903865312,very_high,1,"Same brand class (national), same product type (giant roaster marshmallows), same variant (marshmallows), and same size (28oz).",gpt-5-nano,verify_accept,1,"Same brand (Campfire), same product type (Giant Roaster Marshmallows), same size (28oz), both national brand."
1914831,114628,"Tylenol 8 Hour Muscle Aches & Pain Tablets with Acetaminophen, 24 Count","Tylenol Muscle Aches & Pain, 650 mg, 8 HR, Caplets",tylenol 8,tylenol,24ct,24ct,False,False,0.8730735149178723,very_high,1,"Same brand class (national Tylenol), same product type (acetaminophen 8 hour muscle aches/pain caplets/tablets), same size (24 count). Names describe compatible 8 HR variant.",gpt-5-nano,verify_accept,1,"Same brand (Tylenol), same product type (8-hour muscle aches & pain with acetaminophen 650mg), same size (24ct), both national brand."
1935639,112515,"Every Man Jack Sandalwood Beard Wash and Beard Care Conditioner for Men,  6.7 fl oz",Every Man Jack Men Sandalwood Beard and Face Wash,every man,every man jack,6.7fl_oz,6.7fl_oz,False,False,0.9035375640817592,very_high,0,"Same brand and 6.7 fl oz, but product type differs (beard wash/face wash vs beard wash & conditioner).",gpt-5-nano,verify_accept,1,"Same brand (Every Man Jack), same size (6.7 fl oz), same product type (sandalwood beard wash), both national label. Minor naming differences but effectively the same product."
372261,1089569,"Fritos The Original Corn Chip (1 oz., 50 pk.)","Fritos Corn Chips, The Original",fritos,fritos,1oz,1oz,False,False,0.9215500311017928,very_high,0,Different product form: A is a multi-pack (50 pk.) while B is not specified as a multi-pack; size/pack-count alignment is not confirmed.,gpt-5-nano,verify_accept,1,"Same brand (Fritos), same product type (original corn chips), same size (1oz per unit), both national brand. Multi-pack vs single is acceptable when per-unit size matches."
1919936,111366,"Mucinex Fast-Max DM Max Strength Expectorant & Cough Medicine, Excess Mucus Relief, FSA/HSA, 6 fl oz","Mucinex Fast Max Cough Relief, Maximum Strength, DM Max",mucinex fast max,mucinex,6fl_oz,6fl_oz,False,False,0.8852312573282957,very_high,1,"Same brand class (national), same product type (Mucinex Fast-Max DM Max cough/expectorant), same variant (Fast Max DM Max), and same size (6 fl oz).",gpt-5-nano,verify_accept,1,"Same brand (Mucinex Fast-Max), same product type (DM Max cough/expectorant), same size (6 fl oz), both national brand — effectively the same product with slight naming variation."
